scheme_name,min_sip,min_lumpsum,expense_ratio,fund_size_cr,fund_age_yr,fund_manager,sortino,alpha,sd,beta,sharpe,amc_name,rating,sub_category,returns_1yr,Average_Returns,risk_level_2,risk_level_3,risk_level_4,risk_level_5,risk_level_6,category_Equity,category_Hybrid,category_Other,category_Solution Oriented
Sundaram LT Tax Advantage Fund,0,500,1.2,10.0,7,Rohit Seksaria,3.46,2.08,16.02,0.94,1.51,Sundaram Mutual Fund,0,ELSS Mutual Funds,4.0,15.233333333333334,False,False,False,False,True,True,False,False,False
Sundaram LT Tax Advantage Fund,0,500,1.01,16.0,8,Rohit Seksaria,3.5,2.52,16.1,0.94,1.53,Sundaram Mutual Fund,0,ELSS Mutual Funds,4.4,15.166666666666666,False,False,False,False,True,True,False,False,False
Sundaram Medium Term Bond Fund,250,5000,1.11,45.0,10,Dwijendra Srivastava,0.08,-0.16,2.44,1.03,0.05,Sundaram Mutual Fund,2,Medium Duration Funds,2.5,4.266666666666667,False,True,False,False,False,False,False,False,False
Sundaram Mid Cap Fund,100,100,1.04,7048.0,10,S Bharath,3.74,-1.14,16.07,0.87,1.53,Sundaram Mutual Fund,2,Mid Cap Mutual Funds,4.3,13.299999999999999,False,False,False,False,True,True,False,False,False
Sundaram Money Market Fund,1000,1000,0.22,64.0,5,Sandeep Agarwal,4.91,1.87,0.44,0.96,1.34,Sundaram Mutual Fund,3,Money Market Funds,5.4,5.050000000000001,False,False,False,False,False,False,False,False,False
Sundaram Multi Cap Fund,100,100,0.97,1795.0,10,Sudhir Kedia,3.06,2.11,15.69,0.9,1.48,Sundaram Mutual Fund,3,Multi Cap Funds,-2.2,12.300000000000002,False,False,False,False,True,True,False,False,False
Sundaram Multi Cap Fund,0,5000,0.79,84.0,5,Rohit Seksaria,3.45,0.55,15.71,0.91,1.39,Sundaram Mutual Fund,0,Multi Cap Funds,1.5,13.25,False,False,False,False,True,True,False,False,False
Sundaram Multi Cap Fund,0,5000,0.79,143.0,5,Rohit Seksaria,3.46,0.55,15.69,0.91,1.39,Sundaram Mutual Fund,0,Multi Cap Funds,1.6,13.3,False,False,False,False,True,True,False,False,False
Sundaram Nifty 100 Equal Weight Fund,500,100,0.46,52.0,10,Rohit Seksaria,2.51,-0.45,16.99,0.98,1.27,Sundaram Mutual Fund,2,Index Funds,-3.1,10.433333333333332,False,False,False,False,True,False,False,True,False
Sundaram Overnight Fund,1000,5000,0.07,1006.0,4,Sandeep Agarwal,-0.3,0.6,0.35,0.46,-0.05,Sundaram Mutual Fund,2,Overnight Mutual Funds,5.4,4.65,True,False,False,False,False,False,False,False,False
Sundaram Services Fund,750,100,0.93,2272.0,5,Rohit Seksaria,3.44,4.81,16.55,0.92,1.6,Sundaram Mutual Fund,0,Sectoral / Thematic Mutual Funds,3.2,17.25,False,False,False,False,True,True,False,False,False
Sundaram Short Duration Fund,2000,5000,0.28,200.0,10,Dwijendra Srivastava,2.28,2.16,4.82,-1.49,0.86,Sundaram Mutual Fund,5,Short Duration Funds,4.8,5.333333333333333,True,False,False,False,False,False,False,False,False
Sundaram Small Cap Fund,250,100,1.01,1962.0,10,Ravi Gopalakrishnan,3.47,6.06,18.08,0.83,1.88,Sundaram Mutual Fund,2,Small Cap Mutual Funds,1.6,18.599999999999998,False,False,False,False,True,True,False,False,False
Sundaram Tax Savings Fund,500,500,1.76,930.0,10,Sudhir Kedia,3.24,1.74,15.82,0.92,1.48,Sundaram Mutual Fund,3,ELSS Mutual Funds,1.2,12.933333333333332,False,False,False,False,True,True,False,False,False
Sundaram Ultra Short Duration Fund,2000,1000,0.17,1412.0,10,Sandeep Agarwal,4.75,2.16,0.46,0.99,1.85,Sundaram Mutual Fund,3,Ultra Short Duration Funds,5.7,4.966666666666667,False,True,False,False,False,False,False,False,False
Tata Arbitrage Fund,150,5000,0.28,5925.0,4,Sailesh Jain,1.97,1.94,0.75,0.69,1.36,Tata Mutual Fund,5,Arbitrage Mutual Funds,5.7,5.35,False,False,False,False,False,False,True,False,False
Tata Balanced Advantage Fund,150,5000,0.28,6396.0,4,RahulSingh,4.01,3.8,8.5,0.57,1.69,Tata Mutual Fund,4,Dynamic Asset Allocation or Balanced Advantage,5.8,12.25,False,False,True,False,False,False,True,False,False
Tata Banking & Financial Services Fund,150,5000,0.59,1272.0,7,Sonam Udasi,2.2,1.61,21.31,0.81,1,Tata Mutual Fund,4,Sectoral / Thematic Mutual Funds,11.9,15.9,False,False,False,False,True,True,False,False,False
Tata Banking & PSU Debt Fund,150,5000,0.23,262.0,3,Amit Somani,1.68,4.51,2.28,1.85,0.89,Tata Mutual Fund,3,Banking and PSU Mutual Funds,4.0,5.45,True,False,False,False,False,False,False,False,False
Tata Digital India Fund,150,5000,0.31,6765.0,7,Meeta Shetty,2.29,6.11,22.78,0.92,1.37,Tata Mutual Fund,0,Sectoral / Thematic Mutual Funds,-16.0,15.033333333333333,False,False,False,False,True,True,False,False,False
Tata Equity P/E Fund,150,5000,0.91,5119.0,10,Sonam Udasi,3.31,3.51,14.91,0.86,1.54,Tata Mutual Fund,2,Value Funds,6.6,14.799999999999999,False,False,False,False,True,True,False,False,False
Tata Equity Saving Fund,150,5000,0.12,142.0,10,Sailesh Jain,3.37,2.17,5.15,0.81,1.54,Tata Mutual Fund,3,Equity Savings Mutual Funds,3.4,7.633333333333333,False,False,True,False,False,False,True,False,False
Tata Ethical Fund,150,5000,0.94,1501.0,10,Abhinav Sharma,2.75,4.88,14.48,0.74,1.53,Tata Mutual Fund,0,Sectoral / Thematic Mutual Funds,-1.6,13.133333333333333,False,False,False,False,True,True,False,False,False
Tata Flexi Cap Fund,150,5000,0.77,2096.0,5,Sonam Udasi,2.58,-1.52,13.88,0.79,1.23,Tata Mutual Fund,2,Flexi Cap Funds,-2.5,9.4,False,False,False,False,True,True,False,False,False
Tata Floating Rate Fund,150,5000,0.3,225.0,2,Akhil Mittal,-,-,-,-,-,Tata Mutual Fund,4,Floater Mutual Funds,5.6,5.6,True,False,False,False,False,False,False,False,False
Tata Focused Equity Fund,150,5000,0.46,1212.0,3,Meeta Shetty,3.06,1.14,16.67,0.96,1.43,Tata Mutual Fund,3,Focused Funds,0.4,14.399999999999999,False,False,False,False,True,True,False,False,False
Tata Gilt Securities Fund,150,5000,0.9,256.0,10,Akhil Mittal,0.31,0.07,2.99,0.66,0.27,Tata Mutual Fund,2,Gilt Mutual Funds,5.2,5.633333333333333,True,False,False,False,False,False,False,False,False
Tata Hybrid Equity Fund,150,5000,1.05,3166.0,10,Chandraprakash Padiyar,3.25,2.77,12.35,0.84,1.47,Tata Mutual Fund,3,Aggressive Hybrid Mutual Funds,6.2,13.166666666666666,False,False,False,False,True,False,True,False,False
Tata India Consumer Fund,150,5000,0.91,1346.0,7,Sonam Udasi,2.78,1.38,13.88,0.73,1.31,Tata Mutual Fund,2,Sectoral / Thematic Mutual Funds,2.8,12.133333333333333,False,False,False,False,True,True,False,False,False
Tata India Pharma & Healthcare Fund,150,5000,1.01,485.0,7,Meeta Shetty,2.41,2.68,18.72,0.86,1,Tata Mutual Fund,0,Sectoral / Thematic Mutual Funds,-8.1,9.466666666666667,False,False,False,False,True,True,False,False,False
Tata India Tax Savings Fund,500,500,0.76,3078.0,8,Tejas Gutka,3.36,0.43,16.24,0.94,1.39,Tata Mutual Fund,0,ELSS Mutual Funds,2.2,13.566666666666668,False,False,False,False,True,True,False,False,False
Tata Infrastructure Fund,150,5000,1.42,950.0,10,Abhinav Sharma,3.52,9.44,17.14,0.63,1.73,Tata Mutual Fund,3,Sectoral / Thematic Mutual Funds,14.0,20.7,False,False,False,False,True,True,False,False,False
Tata Large & Mid Cap Fund,150,5000,0.89,3680.0,10,Chandraprakash Padiyar,3.47,2.58,16.57,0.94,1.46,Tata Mutual Fund,4,Large & Mid Cap Funds,8.8,18.766666666666666,False,False,False,False,True,True,False,False,False
Tata Large Cap Fund,150,5000,1.24,1365.0,10,Amey Sathe,3.05,0.45,16,0.94,1.35,Tata Mutual Fund,2,Large Cap Mutual Funds,1.8,12.933333333333332,False,False,False,False,True,True,False,False,False
Tata Liquid Fund,150,5000,0.21,18212.0,10,Amit Somani,4.25,1.42,0.38,0.8,0.93,Tata Mutual Fund,3,Liquid Mutual Funds,5.6,5.1000000000000005,True,False,False,False,False,False,False,False,False
Tata Mid Cap Growth Fund,150,5000,0.98,1759.0,10,Satish Chandra Mishra,3.3,0.16,15.94,0.87,1.61,Tata Mutual Fund,3,Mid Cap Mutual Funds,1.3,14.666666666666666,False,False,False,False,True,True,False,False,False
Tata Money Market Fund,150,5000,0.17,8814.0,10,Amit Somani,4.59,2.92,0.65,1.18,2.05,Tata Mutual Fund,5,Money Market Funds,5.7,5.366666666666667,False,True,False,False,False,False,False,False,False
Tata Nifty 50 Index Fund,150,5000,0.16,369.0,10,Sonam Udasi,3.45,-0.56,16.49,0.98,1.31,Tata Mutual Fund,3,Index Funds,1.0,12.866666666666667,False,False,False,False,True,False,False,True,False
Tata Overnight Fund,1000,5000,0.09,3236.0,4,Amit Somani,-1.59,0.47,0.35,0.43,-0.3,Tata Mutual Fund,3,Overnight Mutual Funds,5.4,4.65,False,False,False,False,False,False,False,False,False
Tata Resources & Energy Fund,150,5000,0.91,232.0,7,Satish Chandra Mishra,2.48,16.72,20.36,0.49,1.44,Tata Mutual Fund,0,Sectoral / Thematic Mutual Funds,-3.4,15.600000000000001,False,False,False,False,True,True,False,False,False
Tata Retirement Savings Fund,150,5000,0.68,1557.0,10,Murthy Nagarajan,2.23,0.12,4.71,0.72,1.12,Tata Mutual Fund,3,Retirement Funds,0.5,9.733333333333334,False,False,False,False,True,False,False,False,True
Tata Retirement Savings Fund,150,5000,0.67,1259.0,10,Murthy Nagarajan,2.6,0.52,11.95,0.79,1.26,Tata Mutual Fund,2,Retirement Funds,-0.7,14.766666666666666,False,False,False,False,True,False,False,False,True
Tata Retirement Savings Fund,150,5000,0.97,166.0,10,Murthy Nagarajan,2.45,-1.98,14.02,0.79,1.19,Tata Mutual Fund,2,Retirement Funds,2.1,6.233333333333333,False,False,True,False,False,False,False,False,True
Tata S&P BSE Sensex Index Fund,150,5000,0.27,174.0,10,Sonam Udasi,3.2,-1.23,16.75,0.99,1.26,Tata Mutual Fund,4,Index Funds,2.4,13.433333333333332,False,False,False,False,True,False,False,True,False
Tata Short Term Bond Fund,150,10000,0.37,2271.0,10,Murthy Nagarajan,1.88,4.74,1.87,2.16,0.99,Tata Mutual Fund,3,Short Duration Funds,4.7,5.7,True,False,False,False,False,False,False,False,False
Tata Small Cap Fund,150,5000,0.26,3300.0,4,Chandraprakash Padiyar,3.98,11.28,17.43,0.77,2.12,Tata Mutual Fund,4,Small Cap Mutual Funds,17.1,30.6,False,False,False,False,True,True,False,False,False
Tata Treasury Advantage Fund,150,5000,0.3,2602.0,10,Akhil Mittal,2.98,3.08,0.87,1.28,1.58,Tata Mutual Fund,3,Low Duration Funds,5.0,5.266666666666667,True,False,False,False,False,False,False,False,False
Tata Ultra Short Term Fund,150,5000,0.25,1629.0,4,Akhil Mittal,4.14,2.45,0.48,1.1,2.03,Tata Mutual Fund,4,Ultra Short Duration Funds,5.5,5.3,True,False,False,False,False,False,False,False,False
Tata Young Citizens Fund,500,500,1.8,257.0,10,Amey Sathe,2.85,1.44,15.49,0.9,1.46,Tata Mutual Fund,0,Childrens Funds,1.5,13.033333333333333,False,False,False,False,True,False,False,False,True
Taurus Banking & Financial Services-Direct Growth,1000,5000,1.66,8.91,10,Hardik Shah,2.12,-0.23,22.57,0.87,0.93,Taurus Mutual Fund,4,Sectoral / Thematic Mutual Funds,9.0,14.266666666666666,False,False,False,False,True,True,False,False,False
Taurus Discovery (Midcap) Fund,1000,5000,2.19,74.0,10,Hardik Shah,2.28,-5.29,17.41,0.93,1.27,Taurus Mutual Fund,3,Mid Cap Mutual Funds,3.6,13.633333333333333,False,False,False,False,True,True,False,False,False
Taurus Ethical Fund,1000,5000,1.18,84.0,10,Anuj Kapil,2.66,0.83,13.82,0.73,1.29,Taurus Mutual Fund,0,Sectoral / Thematic Mutual Funds,-3.5,10.066666666666668,False,False,False,False,True,True,False,False,False
Taurus Flexi Cap Fund,1000,5000,2.59,233.0,10,Ankit Tikmany,1.69,-4.83,16.22,0.91,1.02,Taurus Mutual Fund,1,Flexi Cap Funds,-4.1,7.166666666666667,False,False,False,False,True,True,False,False,False
Taurus Infrastructure Fund,1000,5000,2.02,5.12,10,Neha Raichura,2.68,3.64,16.22,0.56,1.32,Taurus Mutual Fund,3,Sectoral / Thematic Mutual Funds,-0.7,11.166666666666666,False,False,False,False,True,True,False,False,False
Taurus Largecap Equity Fund,1000,5000,0.44,30.0,10,Ankit Tikmany,1.64,-5.6,17.24,0.96,0.94,Taurus Mutual Fund,1,Large Cap Mutual Funds,-2.5,8.200000000000001,False,False,False,False,True,True,False,False,False
Taurus Nifty 50 Index Fund,1000,5000,0.44,2.38,10,Ramneek Kundra,3.29,-0.33,16.42,0.98,1.33,Taurus Mutual Fund,0,Index Funds,1.2,13.1,False,False,False,False,True,False,False,True,False
Taurus Tax Shield – Direct Growth,500,500,1.73,59.0,10,Ramneek Kundra,2.62,2.15,13.7,0.76,1.47,Taurus Mutual Fund,3,ELSS Mutual Funds,6.8,13.933333333333332,False,False,False,False,True,True,False,False,False
Templeton India Equity Income Fund,500,5000,1.3,1350.0,10,Anand Radhakrishnan,3.87,13.72,13.41,0.7,2.26,Franklin Templeton Mutual Fund,0,Dividend Yield Funds,8.3,20.166666666666668,False,False,False,False,True,True,False,False,False
Templeton India Value Fund,500,5000,0.91,845.0,10,Anand Radhakrishnan,3.73,10.68,18.7,0.98,1.76,Franklin Templeton Mutual Fund,3,Value Funds,13.1,21.599999999999998,False,False,False,False,True,True,False,False,False
TRUSTMF Banking & PSU Debt Fund,1000,1000,0.21,345.0,2,Anand Nevatia,-,-,-,-,-,Trust Mutual Fund,2,Banking and PSU Mutual Funds,3.0,3.0,False,True,False,False,False,False,False,False,False
TRUSTMF Liquid Fund,1000,1000,0.1,205.0,2,Anand Nevatia,-,-,-,-,-,Trust Mutual Fund,2,Liquid Mutual Funds,5.6,5.6,True,False,False,False,False,False,False,False,False
TRUSTMF Short Term Fund,1000,1000,0.23,94.0,2,Anand Nevatia,-,-,-,-,-,Trust Mutual Fund,2,Short Duration Funds,4.2,4.2,True,False,False,False,False,False,False,False,False
Union Arbitrage Fund,500,1000,0.44,72.0,4,Vishal Thakker,0.98,1.51,0.73,0.79,0.63,Union Mutual Fund,3,Arbitrage Mutual Funds,5.0,4.7,False,False,False,False,False,False,True,False,False
Union Balanced Advantage Fund,500,1000,0.94,1679.0,5,Parijat Agrawal,4.24,1.73,9.99,0.64,1.36,Union Mutual Fund,3,Dynamic Asset Allocation or Balanced Advantage,3.6,10.700000000000001,False,True,False,False,False,False,True,False,False
Union Corporate Bond Fund,1000,1000,0.45,390.0,5,Parijat Agrawal,1.07,1.1,2.21,0.85,0.6,Union Mutual Fund,2,Corporate Bond Mutual Funds,3.1,4.65,True,False,False,False,False,False,False,False,False
Union Dynamic Bond Fund,1000,1000,1.29,92.0,10,Parijat Agrawal,0.05,-0.29,2.89,1.41,0.04,Union Mutual Fund,1,Dynamic Bond,2.6,4.433333333333334,False,True,False,False,False,False,False,False,False
Union Equity Savings Fund,500,1000,1.47,133.0,5,Sanjay Bembalkar,3,0.32,5.85,0.91,1.17,Union Mutual Fund,2,Equity Savings Mutual Funds,2.0,6.4,False,True,False,False,False,False,True,False,False
Union Flexi Cap Fund,500,1000,1.06,1337.0,10,Sanjay Bembalkar,3.37,1.28,16.05,0.92,1.43,Union Mutual Fund,4,Flexi Cap Funds,0.6,13.733333333333334,False,False,False,False,True,True,False,False,False
Union Focused Fund,500,1000,1.57,317.0,4,Hardick Bora,3.33,1.82,15.14,0.85,1.44,Union Mutual Fund,4,Focused Funds,-0.1,13.049999999999999,False,False,False,False,True,True,False,False,False
Union Large & Midcap Fund,500,1000,1.2,396.0,3,Sanjay Bembalkar,2.94,2.26,16.6,0.93,1.42,Union Mutual Fund,3,Large & Mid Cap Funds,0.7,14.15,False,False,False,False,True,True,False,False,False
Union Largecap Fund,1000,1000,1.8,230.0,6,Hardick Bora,3.13,-1.55,16.41,0.97,1.24,Union Mutual Fund,2,Large Cap Mutual Funds,0.1,11.433333333333335,False,False,False,False,True,True,False,False,False
Union Liquid Fund,2000,5000,0.07,1688.0,10,Devesh Thacker,5.48,1.4,0.38,0.76,1,Union Mutual Fund,4,Liquid Mutual Funds,5.7,4.9,True,False,False,False,False,False,False,False,False
Union Long Term Equity Fund,500,500,1.62,573.0,10,Sanjay Bembalkar,3.97,2.09,15.89,0.92,1.49,Union Mutual Fund,4,ELSS Mutual Funds,2.3,14.533333333333333,False,False,False,False,True,True,False,False,False
Union Medium Duration Fund,500,1000,0.64,170.0,3,Parijat Agrawal,-,-,-,-,-,Union Mutual Fund,2,Medium Duration Funds,2.3,2.3,False,True,False,False,False,False,False,False,False
Union Money Market Fund,2000,5000,0.24,144.0,2,Parijat Agrawal,-,-,-,-,-,Union Mutual Fund,3,Money Market Funds,5.4,5.4,True,False,False,False,False,False,False,False,False
Union Overnight Fund,2000,5000,0.08,158.0,4,Devesh Thacker,-0.18,0.55,0.35,0.42,-0.04,Union Mutual Fund,3,Overnight Mutual Funds,5.4,4.65,False,False,False,False,False,False,False,False,False
Union Small Cap Fund,500,1000,1.35,710.0,9,Hardick Bora,3.63,5.81,17.48,0.75,1.77,Union Mutual Fund,3,Small Cap Mutual Funds,-0.1,16.599999999999998,False,False,False,False,True,True,False,False,False
Union Value Discovery Fund,500,1000,1.59,144.0,4,Sanjay Bembalkar,4.01,2.11,17.21,0.99,1.43,Union Mutual Fund,3,Value Funds,2.9,16.3,False,False,False,False,True,True,False,False,False
UTI-Arbitrage Fund,500,5000,0.34,3532.0,10,Rajeev Gupta,1.45,1.42,0.68,0.5,1.11,UTI Mutual Fund,3,Arbitrage Mutual Funds,5.4,5.2,False,False,False,False,False,False,True,False,False
UTI-Banking & PSU Debt Fund,500,500,0.24,524.0,9,Anurag Mittal,3.32,1.2,3.44,-1.51,0.94,UTI Mutual Fund,1,Banking and PSU Mutual Funds,11.0,8.166666666666666,False,True,False,False,False,False,False,False,False
UTI-Banking and Financial Services Fund,500,5000,1.39,824.0,10,Amit Premchandani,2.17,1.05,24.46,0.94,0.98,UTI Mutual Fund,1,Sectoral / Thematic Mutual Funds,8.2,13.1,False,False,False,False,True,True,False,False,False
UTI-Bond Fund,500,500,1.29,285.0,10,Amandeep Chopra,3.55,5.68,6.12,0.72,0.96,UTI Mutual Fund,5,Medium to Long Duration Funds,12.0,8.933333333333332,False,True,False,False,False,False,False,False,False
UTI-CCF Investment Plan – Direct Growth,500,1000,1.52,685.0,10,Vetri Subramaniam,3,-0.7,16.2,0.94,0.95,UTI Mutual Fund,0,Childrens Funds,-3.3,10.299999999999999,False,False,False,False,True,False,False,False,True
UTI-Core Equity Fund,500,5000,1.68,1506.0,10,V Srivatsa,3.56,4.97,17.02,0.96,1.58,UTI Mutual Fund,2,Large & Mid Cap Funds,4.1,15.0,False,False,False,False,True,True,False,False,False
UTI-Corporate Bond Fund,500,500,0.23,3092.0,5,Anurag Mittal,1.7,1.63,2.06,0.74,0.89,UTI Mutual Fund,3,Corporate Bond Mutual Funds,4.2,5.35,True,False,False,False,False,False,False,False,False
UTI-Credit Risk Fund,500,500,0.81,438.0,10,Ritesh Nambiar,0.68,0.94,10.47,-2.54,0.41,UTI Mutual Fund,4,Credit Risk Funds,5.0,4.133333333333334,False,False,True,False,False,False,False,False,False
UTI-Dividend Yield Fund,500,5000,1.45,2786.0,10,Swati Kulkarni,2.93,1.9,14.96,0.82,1.41,UTI Mutual Fund,0,Dividend Yield Funds,-1.5,12.200000000000001,False,False,False,False,True,True,False,False,False
UTI-Dynamic Bond Fund,500,500,0.81,469.0,10,Sudhir Agrawal,4.4,6.35,6.76,0.56,0.96,UTI Mutual Fund,3,Dynamic Bond,12.5,9.933333333333334,False,True,False,False,False,False,False,False,False
UTI-Equity Savings Fund,0,5000,0.68,257.0,5,V Srivatsa,4.06,3.98,5.99,0.91,1.75,UTI Mutual Fund,4,Equity Savings Mutual Funds,6.1,10.399999999999999,False,True,False,False,False,False,True,False,False
UTI-Flexi Cap Fund,500,5000,0.9,23944.0,10,Ajay Tyagi,2.36,-2.88,17.47,0.97,1.14,UTI Mutual Fund,4,Flexi Cap Funds,-9.0,8.566666666666666,False,False,False,False,True,True,False,False,False
UTI-Floater Fund,500,500,0.35,1637.0,4,Sudhir Agrawal,3.07,3.41,1.05,1.41,1.45,UTI Mutual Fund,3,Floater Mutual Funds,5.1,5.5,True,False,False,False,False,False,False,False,False
UTI-Gilt Fund,500,500,0.67,517.0,10,Sudhir Agrawal,0.55,0.47,2.8,0.55,0.38,UTI Mutual Fund,3,Gilt Mutual Funds,5.0,5.766666666666667,False,True,False,False,False,False,False,False,False
UTI-Healthcare Fund,500,5000,1.47,655.0,10,V Srivatsa,1.99,1.12,20.55,0.94,0.91,UTI Mutual Fund,0,Sectoral / Thematic Mutual Funds,-9.0,8.333333333333334,False,False,False,False,True,True,False,False,False
UTI-Hybrid Equity Fund,500,1000,1.34,4286.0,10,V Srivatsa,3.63,5.77,12.55,0.84,1.69,UTI Mutual Fund,3,Aggressive Hybrid Mutual Funds,5.3,13.633333333333335,False,False,False,False,True,False,True,False,False
UTI-India Consumer Fund,500,5000,1.8,436.0,10,Vishal Chopda,2.29,-1.44,13.74,0.71,1.09,UTI Mutual Fund,1,Sectoral / Thematic Mutual Funds,-0.5,8.633333333333333,False,False,False,False,True,True,False,False,False
UTI-Infrastructure Fund,500,5000,1.92,1445.0,10,Sachin Trivedi,2.9,3.52,17.99,0.67,1.38,UTI Mutual Fund,2,Sectoral / Thematic Mutual Funds,12.9,16.766666666666666,False,False,False,False,True,True,False,False,False
UTI-Liquid – Cash Plan – Direct Growth,0,500,0.14,31463.0,10,Amandeep Chopra,4.83,1.41,0.38,0.77,0.98,UTI Mutual Fund,4,Liquid Mutual Funds,5.7,5.133333333333334,True,False,False,False,False,False,False,False,False
UTI-Long Term Equity Fund,500,500,0.95,2797.0,10,Vetri Subramaniam,2.98,-0.52,16.16,0.92,1.31,UTI Mutual Fund,3,ELSS Mutual Funds,-2.9,10.833333333333334,False,False,False,False,True,True,False,False,False
UTI-Mastershare – Direct Growth,500,100,0.97,10312.0,10,Karthikraj Lakshmanan,3.28,-0.57,15.87,0.93,1.29,UTI Mutual Fund,4,Large Cap Mutual Funds,-2.0,11.233333333333334,False,False,False,False,True,True,False,False,False
UTI-Medium Term Fund,500,500,1.0,54.0,8,Sunil Patil,0.47,0.85,3.04,0.8,0.35,UTI Mutual Fund,2,Medium Duration Funds,3.7,4.566666666666667,False,True,False,False,False,False,False,False,False
UTI-Mid Cap Fund,500,5000,0.99,7077.0,10,Ankit Agarwal,3.49,1.03,16.43,0.89,1.65,UTI Mutual Fund,3,Mid Cap Mutual Funds,0.4,14.299999999999999,False,False,False,False,True,True,False,False,False
UTI-MNC Fund,500,5000,1.24,2366.0,10,Swati Kulkarni,2.91,-0.64,12.33,0.62,1.14,UTI Mutual Fund,0,Sectoral / Thematic Mutual Funds,3.3,9.766666666666667,False,False,False,False,True,True,False,False,False
UTI-Money Market Fund,500,500,0.2,7897.0,10,Amit Sharma,5.01,2.75,0.59,1.18,1.98,UTI Mutual Fund,4,Money Market Funds,5.6,5.699999999999999,False,True,False,False,False,False,False,False,False
UTI-Multi Asset Fund,500,5000,1.04,860.0,10,Sharwan Kumar Goyal,2.87,1.01,9.98,0.64,1.28,UTI Mutual Fund,2,Multi Asset Allocation Mutual Funds,4.9,9.633333333333333,False,False,False,False,True,False,True,False,False
UTI-Nifty 50 Index Fund,500,5000,0.2,9475.0,10,Sharwan Kumar Goyal,3.49,-0.6,16.8,1,1.31,UTI Mutual Fund,3,Index Funds,0.9,13.033333333333331,False,False,False,False,True,False,False,True,False
UTI-Nifty Next 50 Index Fund,0,5000,0.33,1926.0,5,Sharwan Kumar Goyal,1.71,-4.62,18.16,0.99,0.97,UTI Mutual Fund,2,Index Funds,-6.4,7.8999999999999995,False,False,False,False,True,False,False,True,False
UTI-Overnight Fund,500,500,0.07,5600.0,10,Amit Sharma,0.12,0.6,0.34,0.44,0.02,UTI Mutual Fund,3,Overnight Mutual Funds,5.4,4.633333333333334,False,False,False,False,False,False,False,False,False
UTI-Regular Savings Fund,500,5000,1.2,1544.0,10,Amandeep Chopra,4.07,3.42,5.1,0.73,1.7,UTI Mutual Fund,3,Conservative Hybrid Mutual Funds,3.7,8.133333333333333,False,False,True,False,False,False,True,False,False
UTI-Retirement Benefit Pension Plan – Direct,500,500,1.05,3687.0,10,Sunil Patil,3.59,4.37,6.72,0.45,1.88,UTI Mutual Fund,0,Retirement Funds,5.2,9.966666666666667,False,False,False,True,False,False,False,False,True
UTI-Short Term Income Fund,500,500,0.33,2269.0,10,Sudhir Agrawal,4.4,4.95,2.91,0.82,1.33,UTI Mutual Fund,5,Short Duration Funds,5.0,6.3,False,True,False,False,False,False,False,False,False
UTI-Transportation & Logistics Fund,500,5000,1.03,1908.0,10,Sachin Trivedi,3.56,10.26,18.98,0.83,1.57,UTI Mutual Fund,0,Sectoral / Thematic Mutual Funds,14.1,17.366666666666667,False,False,False,False,True,True,False,False,False
UTI-Treasury Advantage Fund,500,500,0.33,2565.0,10,Anurag Mittal,6.28,3.18,2.63,0.14,1.14,UTI Mutual Fund,5,Low Duration Funds,5.2,5.766666666666667,True,False,False,False,False,False,False,False,False
UTI-Ultra Short Term Fund,500,500,0.44,2130.0,10,Ritesh Nambiar,7.6,2.62,1.51,0.49,1.3,UTI Mutual Fund,5,Ultra Short Duration Funds,5.4,5.733333333333333,False,True,False,False,False,False,False,False,False
UTI-Unit Linked Insurance Plan – Direct,500,15000,0.96,5068.0,10,Amandeep Chopra,2.47,0.92,7.06,0.44,1.29,UTI Mutual Fund,0,Dynamic Asset Allocation or Balanced Advantage,-0.7,6.2,False,False,True,False,False,False,True,False,False
UTI-Value Opportunities Fund,500,5000,1.16,6740.0,10,Vetri Subramaniam,3.21,2.73,15.62,0.9,1.48,UTI Mutual Fund,4,Value Funds,1.7,13.699999999999998,False,False,False,False,True,True,False,False,False
WhiteOak Capital Liquid Fund,500,500,0.26,197.0,4,Piyush Baranwal,-0.42,0.93,0.39,0.72,-0.07,WhiteOak Capital Mutual Fund,1,Liquid Mutual Funds,5.3,4.55,False,False,False,False,False,False,False,False,False
WhiteOak Capital Overnight Fund,500,500,0.22,14.0,4,Piyush Baranwal,-0.42,0.93,0.39,0.72,-0.07,WhiteOak Capital Mutual Fund,1,Overnight Mutual Funds,1.7,15.800000000000002,False,False,False,False,False,False,False,False,False
WhiteOak Capital Ultra Short Term Fund,500,500,0.33,141.0,4,Piyush Baranwal,2.81,1.2,0.72,0.47,0.8,WhiteOak Capital Mutual Fund,2,Ultra Short Duration Funds,5.3,4.9,False,False,False,False,False,False,False,False,False
